,Q,PS,TS
1955-09-29,-9999.0,0.0,2.5
1955-09-30,-9999.0,0.0,7.8
1955-10-01,-9999.0,0.0,4.4
1955-10-02,-9999.0,0.0,5.3
1955-10-03,-9999.0,0.0,4.4
1955-10-04,-9999.0,8.5,3.7
1955-10-05,-9999.0,0.1,5.6
1955-10-06,-9999.0,1.5,2.7
1955-10-07,-9999.0,0.0,0.1
1955-10-08,-9999.0,0.0,1.5
1955-10-09,-9999.0,0.0,2.5
1955-10-10,-9999.0,1.8,4.1
1955-10-11,-9999.0,0.0,7.1
1955-10-12,-9999.0,0.0,5.5
1955-10-13,-9999.0,0.0,5.6
1955-10-14,-9999.0,0.0,5.4
1955-10-15,-9999.0,0.0,6.1
1955-10-16,-9999.0,0.5,3.6
1955-10-17,-9999.0,0.2,5.7
1955-10-18,-9999.0,0.0,3.1
1955-10-19,-9999.0,10.2,0.6
1955-10-20,-9999.0,85.2,1.0
1955-10-21,-9999.0,5.4,3.4
1955-10-22,-9999.0,0.0,0.7
1955-10-23,-9999.0,0.0,-0.4
1955-10-24,-9999.0,0.0,1.8
1955-10-25,-9999.0,0.0,-1.1
1955-10-26,-9999.0,0.0,0.6
1955-10-27,-9999.0,0.0,-0.6
1955-10-28,-9999.0,0.0,1.5
1955-10-29,-9999.0,0.0,-1.9
1955-10-30,-9999.0,7.3,0.1
1955-10-31,-9999.0,15.9,-1.5
1955-11-01,-9999.0,7.9,-1.0
1955-11-02,-9999.0,0.0,2.1
1955-11-03,-9999.0,1.0,1.3
1955-11-04,-9999.0,13.5,0.8
1955-11-05,-9999.0,4.1,2.8
1955-11-06,-9999.0,4.9,2.3
1955-11-07,-9999.0,0.0,6.5
1955-11-08,-9999.0,0.0,5.6
1955-11-09,-9999.0,8.2,2.1
1955-11-10,-9999.0,0.1,2.6
1955-11-11,-9999.0,0.0,1.7
1955-11-12,-9999.0,5.4,-0.2
1955-11-13,-9999.0,7.7,0.1
1955-11-14,-9999.0,0.0,0.9
1955-11-15,-9999.0,0.0,-1.5
1955-11-16,-9999.0,0.1,-2.2
1955-11-17,-9999.0,0.0,-5.6
1955-11-18,-9999.0,0.0,-7.2
1955-11-19,-9999.0,0.0,-6.4
1955-11-20,-9999.0,0.0,-5.5
1955-11-21,-9999.0,0.0,-7.8
1955-11-22,-9999.0,0.0,-6.2
1955-11-23,-9999.0,0.0,-3.2
1955-11-24,-9999.0,0.4,-5.7
1955-11-25,-9999.0,0.0,-7.1
1955-11-26,-9999.0,0.0,-10.2
1955-11-27,-9999.0,0.0,-5.9
1955-11-28,-9999.0,0.0,-7.4
1955-11-29,-9999.0,4.3,-6.8
1955-11-30,-9999.0,6.4,-3.0
1955-12-01,-9999.0,0.0,-2.3
1955-12-02,-9999.0,0.0,1.5
1955-12-03,-9999.0,0.0,0.4
1955-12-04,-9999.0,0.0,1.2
1955-12-05,-9999.0,0.0,-3.7
1955-12-06,-9999.0,0.0,-3.1
1955-12-07,-9999.0,0.0,-0.1
1955-12-08,-9999.0,0.0,-1.1
1955-12-09,-9999.0,0.0,-4.2
1955-12-10,-9999.0,0.1,-5.6
1955-12-11,-9999.0,0.0,-3.2
1955-12-12,-9999.0,0.0,-2.3
1955-12-13,-9999.0,0.0,-2.6
1955-12-14,-9999.0,30.1,-4.8
1955-12-15,-9999.0,15.0,-4.5
1955-12-16,-9999.0,13.0,-0.5
1955-12-17,-9999.0,2.4,-1.2
1955-12-18,-9999.0,0.0,-1.7
1955-12-19,-9999.0,0.0,-4.9
1955-12-20,-9999.0,0.1,-4.8
1955-12-21,-9999.0,0.4,-4.5
1955-12-22,-9999.0,0.4,-4.0
1955-12-23,-9999.0,1.7,-4.9
1955-12-24,-9999.0,0.0,-3.5
1955-12-25,-9999.0,0.0,-1.9
1955-12-26,-9999.0,0.0,-4.9
1955-12-27,-9999.0,0.0,-2.6
1955-12-28,-9999.0,0.1,-5.1
1955-12-29,-9999.0,19.2,-1.3
1955-12-30,-9999.0,4.8,-4.2
1955-12-31,-9999.0,0.0,-6.2
1956-01-01,-9999.0,7.3,-8.2
1956-01-02,-9999.0,0.7,-6.4
1956-01-03,-9999.0,0.0,-2.0
1956-01-04,-9999.0,0.0,-6.1
1956-01-05,-9999.0,0.0,-4.9
1956-01-06,-9999.0,0.0,-3.9
1956-01-07,-9999.0,0.0,-4.5
1956-01-08,-9999.0,2.0,-9.1
1956-01-09,-9999.0,20.1,-9.8
1956-01-10,-9999.0,2.1,-8.9
1956-01-11,-9999.0,0.0,-6.4
1956-01-12,-9999.0,9.6,-6.1
1956-01-13,-9999.0,9.9,-4.8
1956-01-14,-9999.0,0.0,-3.2
1956-01-15,-9999.0,1.3,-4.6
1956-01-16,-9999.0,0.1,-2.3
1956-01-17,-9999.0,13.2,-1.5
1956-01-18,-9999.0,3.3,-1.3
1956-01-19,-9999.0,0.0,-3.3
1956-01-20,-9999.0,0.0,-3.8
1956-01-21,-9999.0,0.0,-1.7
1956-01-22,-9999.0,0.0,-3.3
1956-01-23,-9999.0,3.2,-3.7
1956-01-24,-9999.0,0.0,-6.2
1956-01-25,-9999.0,0.0,-7.5
1956-01-26,-9999.0,8.0,-8.4
1956-01-27,-9999.0,2.4,-2.6
1956-01-28,-9999.0,1.4,-2.5
1956-01-29,-9999.0,1.3,-3.6
1956-01-30,-9999.0,1.3,-2.6
1956-01-31,-9999.0,0.8,-6.8
1956-02-01,-9999.0,0.2,-8.3
1956-02-02,-9999.0,0.0,-15.2
1956-02-03,-9999.0,0.0,-18.4
1956-02-04,-9999.0,0.0,-17.4
1956-02-05,-9999.0,0.0,-15.1
1956-02-06,-9999.0,0.0,-12.4
1956-02-07,-9999.0,0.0,-9.5
1956-02-08,-9999.0,0.0,-11.6
1956-02-09,-9999.0,0.0,-12.1
1956-02-10,-9999.0,0.0,-14.5
1956-02-11,-9999.0,0.0,-16.4
1956-02-12,-9999.0,0.0,-14.3
1956-02-13,-9999.0,0.7,-19.3
1956-02-14,-9999.0,0.0,-18.2
1956-02-15,-9999.0,0.0,-18.1
1956-02-16,-9999.0,0.0,-13.4
1956-02-17,-9999.0,0.0,-13.4
1956-02-18,-9999.0,0.0,-11.8
1956-02-19,-9999.0,0.0,-15.4
1956-02-20,-9999.0,0.0,-14.7
1956-02-21,-9999.0,0.0,-11.4
1956-02-22,-9999.0,0.0,-6.8
1956-02-23,-9999.0,0.0,-7.2
1956-02-24,-9999.0,0.0,-6.5
1956-02-25,-9999.0,0.0,-3.0
1956-02-26,-9999.0,0.0,0.8
1956-02-27,-9999.0,0.0,-4.5
1956-02-28,-9999.0,0.0,-4.4
1956-02-29,-9999.0,0.0,-1.0
1956-03-01,-9999.0,0.0,0.4
1956-03-02,-9999.0,0.0,-1.2
1956-03-03,-9999.0,0.0,1.7
1956-03-04,-9999.0,0.0,-0.3
1956-03-05,-9999.0,0.0,-2.5
1956-03-06,-9999.0,0.0,-3.4
1956-03-07,-9999.0,0.0,-1.9
1956-03-08,-9999.0,0.0,-3.0
1956-03-09,-9999.0,0.0,-5.0
1956-03-10,-9999.0,0.0,-5.4
1956-03-11,-9999.0,0.0,-6.0
1956-03-12,-9999.0,0.0,-9.3
1956-03-13,-9999.0,0.0,-9.3
1956-03-14,-9999.0,0.0,-8.0
1956-03-15,-9999.0,0.8,-5.5
1956-03-16,-9999.0,0.0,-1.9
1956-03-17,-9999.0,0.0,-1.4
1956-03-18,-9999.0,1.6,-2.9
1956-03-19,-9999.0,2.0,-2.4
1956-03-20,-9999.0,0.5,-2.3
1956-03-21,-9999.0,14.6,-1.9
1956-03-22,-9999.0,15.2,-3.3
1956-03-23,-9999.0,1.7,-2.1
1956-03-24,-9999.0,0.0,2.1
1956-03-25,-9999.0,0.0,-0.9
1956-03-26,-9999.0,0.0,1.0
1956-03-27,-9999.0,0.0,1.9
1956-03-28,-9999.0,0.0,2.6
1956-03-29,-9999.0,0.0,3.3
1956-03-30,-9999.0,0.0,3.9
1956-03-31,-9999.0,2.7,-0.1
1956-04-01,-9999.0,0.2,2.0
1956-04-02,-9999.0,11.4,0.1
1956-04-03,-9999.0,0.0,-1.4
1956-04-04,-9999.0,0.0,-1.1
1956-04-05,-9999.0,3.7,-2.6
1956-04-06,-9999.0,0.0,-3.8
1956-04-07,-9999.0,0.0,-4.8
1956-04-08,-9999.0,0.0,-4.8
1956-04-09,-9999.0,0.0,-1.5
1956-04-10,-9999.0,0.0,0.5
1956-04-11,-9999.0,0.0,0.8
1956-04-12,-9999.0,7.2,-0.8
1956-04-13,-9999.0,23.4,1.7
1956-04-14,-9999.0,40.9,-0.5
1956-04-15,-9999.0,7.6,1.3
1956-04-16,-9999.0,21.9,1.1
1956-04-17,-9999.0,0.0,-1.5
1956-04-18,-9999.0,0.0,-3.6
1956-04-19,-9999.0,0.0,-3.6
1956-04-20,-9999.0,9.0,0.0
1956-04-21,-9999.0,9.2,-1.4
1956-04-22,-9999.0,17.6,-2.2
1956-04-23,-9999.0,0.0,1.1
1956-04-24,-9999.0,0.0,1.1
1956-04-25,-9999.0,0.0,1.2
1956-04-26,-9999.0,2.2,2.8
1956-04-27,-9999.0,9.2,1.9
1956-04-28,-9999.0,0.1,-0.8
1956-04-29,-9999.0,0.5,1.0
1956-04-30,-9999.0,0.1,2.0
1956-05-01,-9999.0,0.4,-0.2
1956-05-02,-9999.0,0.0,0.8
1956-05-03,-9999.0,0.0,1.7
1956-05-04,-9999.0,0.0,4.7
1956-05-05,-9999.0,0.0,6.9
1956-05-06,-9999.0,0.0,7.7
1956-05-07,-9999.0,0.0,8.1
1956-05-08,-9999.0,0.0,8.9
1956-05-09,-9999.0,0.0,10.4
1956-05-10,-9999.0,0.0,6.9
1956-05-11,-9999.0,0.0,5.6
1956-05-12,-9999.0,0.4,3.4
1956-05-13,-9999.0,0.0,3.3
1956-05-14,-9999.0,0.0,5.7
1956-05-15,-9999.0,0.3,6.3
1956-05-16,-9999.0,0.0,6.3
1956-05-17,-9999.0,0.0,7.3
1956-05-18,-9999.0,11.2,7.3
1956-05-19,-9999.0,11.7,6.8
1956-05-20,-9999.0,0.0,7.3
1956-05-21,-9999.0,17.3,6.4
1956-05-22,-9999.0,16.7,4.7
1956-05-23,-9999.0,1.7,5.4
1956-05-24,-9999.0,3.3,5.2
1956-05-25,-9999.0,1.5,5.1
1956-05-26,-9999.0,0.0,6.4
1956-05-27,-9999.0,0.0,11.0
1956-05-28,-9999.0,1.2,11.7
1956-05-29,-9999.0,0.0,10.7
1956-05-30,-9999.0,0.0,11.4
1956-05-31,-9999.0,6.0,6.2
1956-06-01,-9999.0,0.3,5.4
1956-06-02,-9999.0,0.1,6.8
1956-06-03,-9999.0,0.0,9.0
1956-06-04,-9999.0,0.0,10.1
1956-06-05,-9999.0,0.0,9.3
1956-06-06,-9999.0,3.9,10.2
1956-06-07,-9999.0,20.8,8.5
1956-06-08,-9999.0,1.2,1.6
1956-06-09,-9999.0,0.2,1.2
1956-06-10,-9999.0,0.7,1.8
1956-06-11,-9999.0,15.7,4.3
1956-06-12,-9999.0,0.0,5.2
1956-06-13,-9999.0,2.2,8.3
1956-06-14,-9999.0,0.1,7.9
1956-06-15,-9999.0,0.0,5.7
1956-06-16,-9999.0,0.0,5.6
1956-06-17,-9999.0,8.4,7.6
1956-06-18,-9999.0,0.0,5.8
1956-06-19,-9999.0,0.0,6.5
1956-06-20,-9999.0,0.0,8.0
1956-06-21,-9999.0,0.0,7.1
1956-06-22,-9999.0,1.7,5.0
1956-06-23,-9999.0,0.5,6.2
1956-06-24,-9999.0,0.0,7.0
1956-06-25,-9999.0,0.0,7.3
1956-06-26,-9999.0,0.0,8.7
1956-06-27,-9999.0,3.7,9.3
1956-06-28,-9999.0,1.7,11.3
1956-06-29,-9999.0,0.0,10.2
1956-06-30,-9999.0,8.4,9.6
1956-07-01,-9999.0,12.8,8.6
1956-07-02,-9999.0,8.6,6.0
1956-07-03,-9999.0,0.0,6.8
1956-07-04,-9999.0,0.0,9.9
1956-07-05,-9999.0,0.0,13.5
1956-07-06,-9999.0,0.0,13.6
1956-07-07,-9999.0,0.4,15.6
1956-07-08,-9999.0,18.3,14.9
1956-07-09,-9999.0,10.9,14.7
1956-07-10,-9999.0,25.4,12.5
1956-07-11,-9999.0,1.7,7.1
1956-07-12,-9999.0,0.0,9.2
1956-07-13,-9999.0,2.9,12.3
1956-07-14,-9999.0,6.0,8.1
1956-07-15,-9999.0,4.9,7.6
1956-07-16,-9999.0,0.0,7.0
1956-07-17,-9999.0,0.0,8.1
1956-07-18,-9999.0,0.0,11.3
1956-07-19,-9999.0,4.3,10.2
1956-07-20,-9999.0,0.0,7.0
1956-07-21,-9999.0,0.0,8.2
1956-07-22,-9999.0,16.2,8.8
1956-07-23,-9999.0,0.0,8.3
1956-07-24,-9999.0,0.0,10.5
1956-07-25,-9999.0,0.0,12.4
1956-07-26,-9999.0,0.0,14.6
1956-07-27,-9999.0,0.8,14.4
1956-07-28,-9999.0,0.7,12.3
1956-07-29,-9999.0,4.8,13.8
1956-07-30,-9999.0,0.0,12.6
1956-07-31,-9999.0,0.0,9.7
1956-08-01,-9999.0,0.5,9.8
1956-08-02,-9999.0,0.0,10.6
1956-08-03,-9999.0,0.0,8.1
1956-08-04,-9999.0,0.0,6.3
1956-08-05,-9999.0,5.7,7.4
1956-08-06,-9999.0,15.1,8.8
1956-08-07,-9999.0,2.5,12.7
1956-08-08,-9999.0,0.0,15.6
1956-08-09,-9999.0,0.0,19.1
1956-08-10,-9999.0,3.5,16.1
1956-08-11,-9999.0,0.0,10.5
1956-08-12,-9999.0,0.0,9.2
1956-08-13,-9999.0,0.0,10.5
1956-08-14,-9999.0,21.8,11.1
1956-08-15,-9999.0,0.0,11.1
1956-08-16,-9999.0,0.0,11.7
1956-08-17,-9999.0,0.0,12.8
1956-08-18,-9999.0,11.9,14.1
1956-08-19,-9999.0,0.0,13.1
1956-08-20,-9999.0,21.1,13.8
1956-08-21,-9999.0,0.0,11.6
1956-08-22,-9999.0,17.6,7.5
1956-08-23,-9999.0,0.7,5.2
1956-08-24,-9999.0,0.9,5.4
1956-08-25,-9999.0,6.7,10.5
1956-08-26,-9999.0,11.0,12.1
1956-08-27,-9999.0,17.4,12.3
1956-08-28,-9999.0,0.0,13.4
1956-08-29,-9999.0,0.8,6.3
1956-08-30,-9999.0,0.0,4.7
1956-08-31,-9999.0,13.5,8.5
1956-09-01,-9999.0,28.6,12.0
1956-09-02,-9999.0,61.7,7.9
1956-09-03,-9999.0,0.0,8.8
1956-09-04,-9999.0,0.0,6.7
1956-09-05,-9999.0,0.0,10.1
1956-09-06,-9999.0,1.0,6.5
1956-09-07,-9999.0,0.0,7.1
1956-09-08,-9999.0,0.0,8.8
1956-09-09,-9999.0,1.1,10.2
1956-09-10,-9999.0,2.2,15.1
1956-09-11,-9999.0,0.0,11.5
1956-09-12,-9999.0,0.0,9.1
1956-09-13,-9999.0,0.0,11.3
1956-09-14,-9999.0,0.0,11.1
1956-09-15,-9999.0,0.0,11.1
1956-09-16,-9999.0,0.0,10.8
1956-09-17,-9999.0,0.0,9.6
1956-09-18,-9999.0,0.0,10.7
1956-09-19,-9999.0,0.0,10.6
1956-09-20,-9999.0,0.0,11.3
1956-09-21,-9999.0,0.0,9.6
1956-09-22,-9999.0,0.0,8.8
1956-09-23,-9999.0,0.0,12.4
1956-09-24,-9999.0,29.2,12.2
1956-09-25,-9999.0,39.8,6.6
1956-09-26,-9999.0,3.9,3.3
1956-09-27,-9999.0,0.0,6.1
1956-09-28,-9999.0,0.0,6.5
1956-09-29,-9999.0,0.0,9.2
1956-09-30,-9999.0,0.0,9.8
1956-10-01,-9999.0,0.0,10.1
1956-10-02,-9999.0,0.0,9.7
1956-10-03,-9999.0,23.8,5.1
1956-10-04,-9999.0,0.0,4.2
1956-10-05,-9999.0,7.4,0.7
1956-10-06,-9999.0,0.3,-2.7
1956-10-07,-9999.0,0.0,-3.5
1956-10-08,-9999.0,0.0,-2.7
1956-10-09,-9999.0,0.0,-1.3
1956-10-10,-9999.0,0.0,-0.2
1956-10-11,-9999.0,0.0,1.4
1956-10-12,-9999.0,0.0,2.0
1956-10-13,-9999.0,0.0,2.6
1956-10-14,-9999.0,0.0,2.9
1956-10-15,-9999.0,3.7,1.1
1956-10-16,-9999.0,0.1,5.2
1956-10-17,-9999.0,0.0,5.8
1956-10-18,-9999.0,0.4,3.4
1956-10-19,-9999.0,0.0,4.7
1956-10-20,-9999.0,2.9,6.4
1956-10-21,-9999.0,5.2,4.6
1956-10-22,-9999.0,0.0,8.9
1956-10-23,-9999.0,0.0,5.3
1956-10-24,-9999.0,0.0,5.0
1956-10-25,-9999.0,1.3,1.8
1956-10-26,-9999.0,6.3,-3.8
1956-10-27,-9999.0,0.0,-4.8
1956-10-28,-9999.0,0.0,-4.7
1956-10-29,-9999.0,0.1,-4.7
1956-10-30,-9999.0,0.0,-5.2
1956-10-31,-9999.0,1.8,-4.8
1956-11-01,-9999.0,21.5,-1.1
1956-11-02,-9999.0,0.0,-3.8
1956-11-03,-9999.0,0.0,-5.1
1956-11-04,-9999.0,0.0,-5.0
1956-11-05,-9999.0,0.0,-4.2
1956-11-06,-9999.0,0.0,-3.8
1956-11-07,-9999.0,0.0,-2.0
1956-11-08,-9999.0,0.0,2.0
1956-11-09,-9999.0,0.0,-3.4
1956-11-10,-9999.0,0.0,-0.5
1956-11-11,-9999.0,3.9,-2.8
1956-11-12,-9999.0,0.6,-2.3
1956-11-13,-9999.0,4.4,-0.2
1956-11-14,-9999.0,0.4,-1.9
1956-11-15,-9999.0,0.0,-2.9
1956-11-16,-9999.0,0.0,-5.8
1956-11-17,-9999.0,0.0,-3.5
1956-11-18,-9999.0,0.0,-0.6
1956-11-19,-9999.0,0.0,-0.7
1956-11-20,-9999.0,0.0,-3.2
1956-11-21,-9999.0,0.0,-3.0
1956-11-22,-9999.0,0.0,-6.9
1956-11-23,-9999.0,0.0,-9.4
1956-11-24,-9999.0,0.0,-7.3
1956-11-25,-9999.0,0.0,-9.2
1956-11-26,-9999.0,0.0,-6.2
1956-11-27,-9999.0,0.0,-4.1
1956-11-28,-9999.0,3.3,-4.1
1956-11-29,-9999.0,0.1,-5.6
1956-11-30,-9999.0,0.0,-4.6
1956-12-01,-9999.0,0.0,-5.9
1956-12-02,-9999.0,0.0,-9.8
1956-12-03,-9999.0,0.0,-8.7
1956-12-04,-9999.0,0.0,-5.1
1956-12-05,-9999.0,0.0,-4.1
1956-12-06,-9999.0,0.0,-5.0
1956-12-07,-9999.0,0.0,-3.8
1956-12-08,-9999.0,0.0,-2.2
1956-12-09,-9999.0,0.0,-1.2
1956-12-10,-9999.0,0.0,-6.8
1956-12-11,-9999.0,0.0,-7.3
1956-12-12,-9999.0,0.0,-6.0
1956-12-13,-9999.0,0.2,-4.9
1956-12-14,-9999.0,0.0,-1.8
1956-12-15,-9999.0,0.0,-3.6
1956-12-16,-9999.0,0.0,-2.5
1956-12-17,-9999.0,0.0,-1.8
1956-12-18,-9999.0,0.0,-1.4
1956-12-19,-9999.0,0.1,-4.2
1956-12-20,-9999.0,0.0,-3.3
1956-12-21,-9999.0,0.0,-7.2
1956-12-22,-9999.0,0.0,-7.7
1956-12-23,-9999.0,0.0,-10.3
1956-12-24,-9999.0,0.0,-12.7
1956-12-25,-9999.0,2.0,-13.3
1956-12-26,-9999.0,0.0,-11.8
1956-12-27,-9999.0,0.0,-10.8
1956-12-28,-9999.0,0.1,-8.2
1956-12-29,-9999.0,0.1,-7.1
1956-12-30,-9999.0,7.0,-7.9
1956-12-31,-9999.0,7.4,-6.2
1957-01-01,-9999.0,22.9,-6.2
1957-01-02,-9999.0,0.0,-4.9
1957-01-03,-9999.0,0.0,-8.0
1957-01-04,-9999.0,0.0,-7.9
1957-01-05,-9999.0,0.0,-6.4
1957-01-06,-9999.0,0.0,-2.0
1957-01-07,-9999.0,0.0,-3.6
1957-01-08,-9999.0,0.0,-3.7
1957-01-09,-9999.0,0.0,-0.5
1957-01-10,-9999.0,0.0,-3.2
1957-01-11,-9999.0,0.0,-5.2
1957-01-12,-9999.0,0.3,-12.2
1957-01-13,-9999.0,0.0,-9.3
1957-01-14,-9999.0,0.0,-10.4
1957-01-15,-9999.0,0.0,-9.6
1957-01-16,-9999.0,0.0,-11.8
1957-01-17,-9999.0,0.0,-9.2
1957-01-18,-9999.0,0.0,-6.3
1957-01-19,-9999.0,0.0,-7.1
1957-01-20,-9999.0,0.0,-6.2
1957-01-21,-9999.0,0.0,-4.6
1957-01-22,-9999.0,0.0,-4.8
1957-01-23,-9999.0,0.0,-2.8
1957-01-24,-9999.0,0.1,-5.8
1957-01-25,-9999.0,0.5,-7.5
1957-01-26,-9999.0,0.0,-5.6
1957-01-27,-9999.0,0.0,-3.1
1957-01-28,-9999.0,0.0,-2.7
1957-01-29,-9999.0,0.0,-3.1
1957-01-30,-9999.0,0.0,-4.2
1957-01-31,-9999.0,0.0,-3.0
1957-02-01,-9999.0,0.0,-0.1
1957-02-02,-9999.0,0.0,1.6
1957-02-03,-9999.0,0.5,-5.2
1957-02-04,-9999.0,0.1,-1.3
1957-02-05,-9999.0,0.0,-1.6
1957-02-06,-9999.0,7.7,-2.3
1957-02-07,-9999.0,0.0,-4.0
1957-02-08,-9999.0,2.7,-2.4
1957-02-09,-9999.0,8.2,-0.4
1957-02-10,-9999.0,5.9,-3.5
1957-02-11,-9999.0,0.0,-2.9
1957-02-12,-9999.0,7.2,-5.0
1957-02-13,-9999.0,30.6,-5.0
1957-02-14,-9999.0,22.4,-5.3
1957-02-15,-9999.0,5.0,-3.6
1957-02-16,-9999.0,3.2,-4.2
1957-02-17,-9999.0,22.6,-5.3
1957-02-18,-9999.0,0.5,-6.0
1957-02-19,-9999.0,0.0,-8.6
1957-02-20,-9999.0,14.1,-7.8
1957-02-21,-9999.0,0.0,-8.2
1957-02-22,-9999.0,26.2,-8.3
1957-02-23,-9999.0,22.1,-4.8
1957-02-24,-9999.0,16.0,-3.1
1957-02-25,-9999.0,0.0,1.0
1957-02-26,-9999.0,0.0,-0.5
1957-02-27,-9999.0,0.0,-2.0
1957-02-28,-9999.0,0.0,-2.0
1957-03-01,-9999.0,0.0,-2.7
1957-03-02,-9999.0,0.0,-3.4
1957-03-03,-9999.0,0.0,-2.8
1957-03-04,-9999.0,0.0,-0.4
1957-03-05,-9999.0,0.0,-0.4
1957-03-06,-9999.0,12.7,-1.8
1957-03-07,-9999.0,0.0,-0.2
1957-03-08,-9999.0,0.0,-0.1
1957-03-09,-9999.0,0.0,2.0
1957-03-10,-9999.0,0.0,2.8
1957-03-11,-9999.0,0.0,2.4
1957-03-12,-9999.0,0.0,3.9
1957-03-13,-9999.0,0.0,1.8
1957-03-14,-9999.0,0.0,4.7
1957-03-15,-9999.0,0.0,3.9
1957-03-16,-9999.0,0.0,3.8
1957-03-17,-9999.0,0.0,4.1
1957-03-18,-9999.0,0.0,3.5
1957-03-19,-9999.0,0.0,5.1
1957-03-20,-9999.0,0.0,6.1
1957-03-21,-9999.0,0.0,3.6
1957-03-22,-9999.0,13.8,0.6
1957-03-23,-9999.0,18.7,2.0
1957-03-24,-9999.0,1.8,-1.0
1957-03-25,-9999.0,0.0,-0.4
1957-03-26,-9999.0,0.0,2.7
1957-03-27,-9999.0,0.0,3.5
1957-03-28,-9999.0,0.0,3.3
1957-03-29,-9999.0,0.0,4.4
1957-03-30,-9999.0,0.0,4.8
1957-03-31,-9999.0,0.0,3.0
1957-04-01,-9999.0,1.9,4.0
1957-04-02,-9999.0,0.0,2.3
1957-04-03,-9999.0,1.5,0.3
1957-04-04,-9999.0,0.0,3.1
1957-04-05,-9999.0,1.5,5.1
1957-04-06,-9999.0,1.4,3.5
1957-04-07,-9999.0,0.0,4.7
1957-04-08,-9999.0,0.1,-1.1
1957-04-09,-9999.0,0.1,0.9
1957-04-10,-9999.0,5.1,2.3
1957-04-11,-9999.0,4.9,-2.3
1957-04-12,-9999.0,0.0,-3.2
1957-04-13,-9999.0,0.0,-2.8
1957-04-14,-9999.0,0.0,-3.7
1957-04-15,-9999.0,0.0,-3.2
1957-04-16,-9999.0,0.0,-0.8
1957-04-17,-9999.0,0.0,2.5
1957-04-18,-9999.0,0.0,5.0
1957-04-19,-9999.0,0.0,6.1
1957-04-20,-9999.0,0.9,4.7
1957-04-21,-9999.0,0.0,4.8
1957-04-22,-9999.0,0.0,6.1
1957-04-23,-9999.0,0.5,5.3
1957-04-24,-9999.0,0.5,5.5
1957-04-25,-9999.0,5.2,5.0
1957-04-26,-9999.0,0.5,2.8
1957-04-27,-9999.0,2.0,3.8
1957-04-28,-9999.0,0.0,6.2
1957-04-29,-9999.0,8.0,4.5
1957-04-30,-9999.0,0.8,4.6
1957-05-01,-9999.0,4.5,2.6
1957-05-02,-9999.0,6.8,2.1
1957-05-03,-9999.0,0.3,3.8
1957-05-04,-9999.0,0.0,3.0
1957-05-05,-9999.0,0.0,3.3
1957-05-06,-9999.0,0.0,-2.5
1957-05-07,-9999.0,0.0,-3.2
1957-05-08,-9999.0,0.0,-1.3
1957-05-09,-9999.0,0.3,1.4
1957-05-10,-9999.0,1.1,4.2
1957-05-11,-9999.0,7.2,5.2
1957-05-12,-9999.0,11.9,5.4
1957-05-13,-9999.0,0.0,5.0
1957-05-14,-9999.0,3.9,7.6
1957-05-15,-9999.0,3.0,8.7
1957-05-16,-9999.0,4.1,6.1
1957-05-17,-9999.0,0.0,4.4
1957-05-18,-9999.0,0.2,4.6
1957-05-19,-9999.0,8.0,2.1
1957-05-20,-9999.0,0.4,3.8
1957-05-21,-9999.0,0.0,4.7
1957-05-22,-9999.0,0.0,7.3
1957-05-23,-9999.0,1.4,6.0
1957-05-24,-9999.0,7.1,3.7
1957-05-25,-9999.0,6.3,4.8
1957-05-26,-9999.0,5.4,4.6
1957-05-27,-9999.0,2.0,5.5
1957-05-28,-9999.0,0.7,4.8
1957-05-29,-9999.0,4.6,5.9
1957-05-30,-9999.0,1.2,3.5
1957-05-31,-9999.0,7.0,5.9
1957-06-01,-9999.0,0.4,6.1
1957-06-02,-9999.0,14.3,6.0
1957-06-03,-9999.0,5.8,7.7
1957-06-04,-9999.0,0.2,5.8
1957-06-05,-9999.0,0.8,8.1
1957-06-06,-9999.0,0.0,9.3
1957-06-07,-9999.0,0.3,8.6
1957-06-08,-9999.0,10.5,6.8
1957-06-09,-9999.0,0.6,6.1
1957-06-10,-9999.0,17.2,4.4
1957-06-11,-9999.0,5.0,6.1
1957-06-12,-9999.0,26.2,3.6
1957-06-13,-9999.0,75.6,8.8
1957-06-14,-9999.0,9.6,6.5
1957-06-15,-9999.0,6.0,9.2
1957-06-16,-9999.0,6.4,8.9
1957-06-17,-9999.0,3.0,7.8
1957-06-18,-9999.0,0.9,8.8
1957-06-19,-9999.0,0.1,11.6
1957-06-20,-9999.0,0.3,13.9
1957-06-21,-9999.0,2.0,14.9
1957-06-22,-9999.0,2.8,11.5
1957-06-23,-9999.0,2.2,11.1
1957-06-24,-9999.0,17.0,6.6
1957-06-25,-9999.0,0.0,6.0
1957-06-26,-9999.0,0.0,6.0
1957-06-27,-9999.0,0.0,7.9
1957-06-28,-9999.0,0.0,10.8
1957-06-29,-9999.0,3.9,14.4
1957-06-30,-9999.0,1.2,16.0
1957-07-01,-9999.0,10.6,15.3
1957-07-02,-9999.0,0.0,14.9
1957-07-03,-9999.0,0.0,15.1
1957-07-04,-9999.0,0.0,16.1
1957-07-05,-9999.0,4.7,16.9
1957-07-06,-9999.0,0.0,18.2
1957-07-07,-9999.0,0.0,17.4
1957-07-08,-9999.0,0.0,16.0
1957-07-09,-9999.0,0.0,14.1
1957-07-10,-9999.0,0.8,10.4
1957-07-11,-9999.0,0.0,8.6
