,Q,PS,TS
2003-09-20,21.7,0.0,11.5
2003-09-21,21.73,0.0,10.8
2003-09-22,22.0,5.5,10.8
2003-09-23,25.2,0.2,10.0
2003-09-24,24.33,0.6,7.2
2003-09-25,23.0,0.0,9.3
2003-09-26,20.4,0.0,9.6
2003-09-27,19.82,4.9,8.2
2003-09-28,21.6,9.3,5.5
2003-09-29,23.4,0.0,7.7
2003-09-30,23.2,13.3,7.9
2003-10-01,35.7,9.5,9.6
2003-10-02,32.5,1.2,12.1
2003-10-03,29.46,2.7,12.7
2003-10-04,27.5,7.0,7.9
2003-10-05,27.5,0.8,-1.5
2003-10-06,26.56,0.1,0.4
2003-10-07,26.1,6.5,1.4
2003-10-08,26.2,0.9,3.7
2003-10-09,25.44,0.1,3.5
2003-10-10,24.7,0.0,7.0
2003-10-11,23.4,0.0,9.1
2003-10-12,20.0,0.0,5.9
2003-10-13,20.0,0.0,8.9
2003-10-14,20.0,1.0,7.0
2003-10-15,20.0,0.0,7.5
2003-10-16,20.0,0.0,6.0
2003-10-17,20.0,0.0,5.1
2003-10-18,20.0,0.1,2.2
2003-10-19,20.0,52.1,4.8
2003-10-20,25.0,36.1,0.4
2003-10-21,34.56,0.1,-0.7
2003-10-22,28.6,1.6,-0.7
2003-10-23,26.4,2.4,-2.5
2003-10-24,24.75,0.0,-2.8
2003-10-25,22.0,0.0,-3.1
2003-10-26,19.7,8.4,-4.8
2003-10-27,20.93,1.2,-1.2
2003-10-28,21.5,6.3,0.0
2003-10-29,22.6,20.3,-3.1
2003-10-30,21.16,9.2,-1.8
2003-10-31,32.6,92.1,-3.4
2003-11-01,43.0,6.7,1.9
2003-11-02,30.84,0.0,0.4
2003-11-03,28.6,0.0,0.5
2003-11-04,28.2,0.0,2.7
2003-11-05,27.19,0.0,6.4
2003-11-06,27.2,0.2,2.2
2003-11-07,27.0,5.9,-3.9
2003-11-08,25.16,7.7,-3.5
2003-11-09,23.1,0.0,-0.8
2003-11-10,24.9,0.0,2.2
2003-11-11,24.4,0.0,1.9
2003-11-12,25.4,0.3,1.5
2003-11-13,25.9,0.0,1.5
2003-11-14,24.78,0.0,-1.6
2003-11-15,23.0,0.7,0.0
2003-11-16,22.2,14.6,0.8
2003-11-17,26.89,0.0,2.4
2003-11-18,26.8,0.0,2.5
2003-11-19,26.5,0.0,3.8
2003-11-20,26.29,0.1,5.1
2003-11-21,26.0,0.0,1.0
2003-11-22,24.4,0.0,5.3
2003-11-23,23.9,0.3,4.4
2003-11-24,25.3,0.9,3.5
2003-11-25,26.0,0.0,1.2
2003-11-26,25.63,6.6,2.5
2003-11-27,26.9,26.7,-4.8
2003-11-28,25.3,0.1,-5.4
2003-11-29,23.53,0.3,-5.3
2003-11-30,22.4,6.6,-4.2
2003-12-01,24.9,3.3,-1.5
2003-12-02,25.54,5.9,1.0
2003-12-03,26.1,7.1,3.2
2003-12-04,27.6,10.8,2.0
2003-12-05,26.74,0.0,0.8
2003-12-06,24.3,0.0,-1.3
2003-12-07,22.8,0.0,-2.8
2003-12-08,22.21,0.0,-4.8
2003-12-09,22.2,0.0,-1.8
2003-12-10,22.2,0.1,-2.6
2003-12-11,21.85,0.1,-1.6
2003-12-12,21.2,0.0,-1.7
2003-12-13,20.5,1.1,-1.4
2003-12-14,19.42,0.0,-0.5
2003-12-15,20.4,0.0,-4.8
2003-12-16,20.2,0.0,-6.2
2003-12-17,19.82,0.0,-8.3
2003-12-18,20.0,0.0,-2.3
2003-12-19,20.3,0.0,-2.6
2003-12-20,18.34,5.9,-3.2
2003-12-21,18.4,7.1,-4.8
2003-12-22,18.9,0.3,-7.1
2003-12-23,18.39,0.0,-7.4
2003-12-24,18.0,0.0,-9.6
2003-12-25,17.2,0.0,-7.5
2003-12-26,17.9,0.0,-2.5
2003-12-27,16.9,3.3,-5.8
2003-12-28,16.6,14.0,-5.8
2003-12-29,17.83,0.6,-6.2
2003-12-30,18.6,0.2,-5.7
2003-12-31,18.6,2.9,-4.5
2004-01-01,16.98,1.9,-7.9
2004-01-02,17.4,0.0,-5.9
2004-01-03,16.4,0.0,-8.1
2004-01-04,14.58,0.0,-10.3
2004-01-05,15.7,0.0,-10.1
2004-01-06,16.6,0.0,-6.4
2004-01-07,16.56,0.0,-5.7
2004-01-08,16.3,16.7,-6.9
2004-01-09,16.9,2.2,-5.8
2004-01-10,15.43,0.1,-3.2
2004-01-11,14.8,7.4,-6.1
2004-01-12,18.9,54.7,-3.6
2004-01-13,32.01,35.2,-0.9
2004-01-14,35.4,8.2,-2.0
2004-01-15,29.2,0.6,-5.5
2004-01-16,25.91,29.8,-8.7
2004-01-17,25.9,17.3,-4.9
2004-01-18,23.9,12.0,-6.0
2004-01-19,23.22,0.3,-7.3
2004-01-20,23.1,0.0,-7.1
2004-01-21,22.7,0.0,-5.8
2004-01-22,21.8,0.0,-7.2
2004-01-23,21.3,0.1,-5.8
2004-01-24,19.3,0.1,-8.8
2004-01-25,18.47,6.0,-7.2
2004-01-26,19.5,17.8,-9.7
2004-01-27,20.1,0.6,-8.8
2004-01-28,19.08,3.4,-11.8
2004-01-29,18.8,1.1,-12.8
2004-01-30,17.7,0.0,-11.7
2004-01-31,17.03,0.1,-9.2
2004-02-01,16.8,0.0,-2.0
2004-02-02,17.7,0.0,-1.5
2004-02-03,18.44,0.0,0.7
2004-02-04,19.0,0.0,1.9
2004-02-05,19.6,0.0,2.2
2004-02-06,21.07,0.0,0.3
2004-02-07,20.5,0.7,-2.2
2004-02-08,18.9,0.0,-4.5
2004-02-09,19.49,0.0,-5.0
2004-02-10,19.6,0.0,-4.7
2004-02-11,19.7,0.0,-3.8
2004-02-12,19.77,0.2,-3.9
2004-02-13,19.9,0.0,-2.2
2004-02-14,19.0,0.0,-1.0
2004-02-15,18.3,0.0,-3.2
2004-02-16,19.5,0.0,-4.4
2004-02-17,19.7,0.0,-4.3
2004-02-18,20.5,1.3,-5.2
2004-02-19,20.4,0.1,-5.8
2004-02-20,19.7,6.1,-3.4
2004-02-21,19.18,10.3,-4.4
2004-02-22,19.1,15.1,0.0
2004-02-23,23.9,0.5,-6.5
2004-02-24,21.51,0.0,-7.6
2004-02-25,20.9,0.0,-6.8
2004-02-26,20.7,0.0,-5.6
2004-02-27,20.36,0.0,-8.1
2004-02-28,18.1,0.0,-8.0
2004-02-29,17.1,0.0,-9.6
2004-03-01,17.78,0.0,-7.6
2004-03-02,18.1,0.0,-6.6
2004-03-03,18.5,0.0,-5.7
2004-03-04,18.16,0.4,-3.1
2004-03-05,18.2,2.2,-1.5
2004-03-06,18.4,1.4,-2.2
2004-03-07,17.55,0.0,-4.0
2004-03-08,17.9,0.0,-6.2
2004-03-09,18.5,0.0,-5.8
2004-03-10,17.97,0.8,-4.3
2004-03-11,18.6,0.0,-5.3
2004-03-12,17.7,1.5,-5.8
2004-03-13,17.79,9.3,-1.9
2004-03-14,17.4,0.1,2.0
2004-03-15,20.9,0.0,5.0
2004-03-16,24.48,0.0,6.7
2004-03-17,29.1,0.0,7.5
2004-03-18,34.0,0.0,6.4
2004-03-19,37.76,0.0,4.4
2004-03-20,39.9,0.0,4.2
2004-03-21,41.4,0.7,3.5
2004-03-22,45.16,0.0,-1.6
2004-03-23,42.9,0.4,-4.5
2004-03-24,40.3,0.1,-3.9
2004-03-25,38.05,1.3,-4.2
2004-03-26,36.3,0.1,-4.1
2004-03-27,33.8,0.0,-3.5
2004-03-28,32.25,0.0,-0.5
2004-03-29,34.1,0.0,4.3
2004-03-30,36.0,0.2,2.3
2004-03-31,35.39,3.7,-0.6
2004-04-01,34.6,0.0,1.3
2004-04-02,33.8,6.7,1.2
2004-04-03,33.86,0.0,3.1
2004-04-04,34.3,0.6,3.8
2004-04-05,38.9,0.0,2.8
2004-04-06,42.05,3.4,-1.2
2004-04-07,42.9,0.1,-2.8
2004-04-08,40.1,2.0,-1.9
2004-04-09,38.63,5.4,-5.6
2004-04-10,36.1,2.1,-3.1
2004-04-11,34.3,0.0,-0.6
2004-04-12,34.38,0.0,0.9
2004-04-13,34.3,1.3,-0.8
2004-04-14,34.9,7.4,-0.6
2004-04-15,34.45,3.1,-0.6
2004-04-16,33.2,0.4,2.1
2004-04-17,31.5,0.5,3.6
2004-04-18,31.38,5.6,2.3
2004-04-19,34.2,0.2,-2.0
2004-04-20,33.8,0.0,0.8
2004-04-21,35.15,0.0,6.0
2004-04-22,39.9,0.7,5.7
2004-04-23,48.3,4.8,6.8
2004-04-24,62.48,0.1,6.5
2004-04-25,75.5,0.0,6.9
2004-04-26,78.2,0.0,3.6
2004-04-27,72.12,0.0,3.2
2004-04-28,73.2,0.0,5.1
2004-04-29,79.0,4.6,5.2
2004-04-30,74.29,2.6,3.3
2004-05-01,67.3,0.0,2.3
2004-05-02,62.9,0.8,3.0
2004-05-03,61.62,3.2,0.9
2004-05-04,59.5,5.2,5.6
2004-05-05,61.4,2.5,-0.5
2004-05-06,59.66,0.2,-1.7
2004-05-07,55.9,0.4,-1.5
2004-05-08,50.0,0.3,-2.1
2004-05-09,48.41,0.0,2.1
2004-05-10,50.1,0.4,2.0
2004-05-11,51.2,0.1,4.6
2004-05-12,54.0,1.7,5.0
2004-05-13,56.2,1.3,3.6
2004-05-14,59.3,0.1,4.8
2004-05-15,68.85,0.1,7.2
2004-05-16,84.5,0.0,9.2
2004-05-17,111.0,0.0,10.6
2004-05-18,129.08,0.0,8.9
2004-05-19,147.6,0.0,10.9
2004-05-20,160.7,3.9,10.6
2004-05-21,162.9,2.1,7.9
2004-05-22,153.3,0.3,7.5
2004-05-23,146.3,0.0,5.1
2004-05-24,144.66,0.0,5.5
2004-05-25,142.7,0.0,7.9
2004-05-26,143.3,2.3,7.6
2004-05-27,139.35,8.1,7.8
2004-05-28,137.0,0.0,7.5
2004-05-29,135.0,0.0,7.1
2004-05-30,139.21,0.0,7.7
2004-05-31,138.6,0.8,8.6
2004-06-01,134.2,2.2,6.8
2004-06-02,141.51,0.0,9.1
2004-06-03,148.1,0.0,6.6
2004-06-04,137.0,0.0,6.7
2004-06-05,138.31,0.0,9.6
2004-06-06,142.6,0.0,10.8
2004-06-07,143.3,0.5,12.0
2004-06-08,145.52,0.0,13.1
2004-06-09,145.3,1.5,12.8
2004-06-10,145.7,0.0,14.5
2004-06-11,146.96,0.5,13.3
2004-06-12,142.8,0.0,10.8
2004-06-13,136.0,10.0,6.5
2004-06-14,115.76,5.2,6.2
2004-06-15,101.0,1.2,11.8
2004-06-16,97.2,1.4,11.5
2004-06-17,103.15,0.0,11.4
2004-06-18,112.3,0.0,11.2
2004-06-19,109.1,7.7,7.6
2004-06-20,95.32,0.0,6.5
2004-06-21,86.9,2.5,6.8
2004-06-22,86.8,8.2,10.0
2004-06-23,93.99,3.9,9.9
2004-06-24,105.5,0.3,10.7
2004-06-25,101.0,0.0,10.3
2004-06-26,91.57,0.0,12.2
2004-06-27,90.1,0.0,15.7
2004-06-28,95.8,0.0,16.2
2004-06-29,100.0,0.0,15.1
2004-06-30,93.8,0.0,13.9
2004-07-01,90.3,0.0,14.3
2004-07-02,82.89,0.0,10.6
2004-07-03,76.6,0.0,10.3
2004-07-04,72.3,0.0,11.8
2004-07-05,71.29,2.1,14.8
2004-07-06,72.2,2.7,11.9
2004-07-07,71.3,9.6,10.9
2004-07-08,75.84,25.3,11.8
2004-07-09,78.8,0.0,7.6
2004-07-10,64.7,0.0,8.1
2004-07-11,59.42,0.0,7.4
2004-07-12,56.0,0.0,6.3
2004-07-13,51.2,0.0,7.0
2004-07-14,48.21,0.0,8.8
2004-07-15,49.8,0.0,12.7
2004-07-16,52.8,11.2,14.2
2004-07-17,56.52,0.0,12.8
2004-07-18,52.9,0.6,13.9
2004-07-19,52.1,1.3,16.3
2004-07-20,52.71,3.6,14.8
2004-07-21,51.5,0.0,15.6
2004-07-22,52.6,0.0,18.4
2004-07-23,53.02,0.0,18.8
2004-07-24,51.3,0.0,16.2
2004-07-25,48.7,0.0,14.4
2004-07-26,47.08,0.0,12.6
2004-07-27,44.3,0.0,12.3
2004-07-28,45.1,0.0,13.5
2004-07-29,45.28,0.8,14.6
2004-07-30,45.6,0.0,15.7
2004-07-31,44.3,0.0,17.8
2004-08-01,43.44,0.0,16.9
2004-08-02,44.2,7.6,17.7
2004-08-03,42.9,14.6,17.2
2004-08-04,42.62,10.5,14.6
2004-08-05,43.1,1.8,11.4
2004-08-06,39.5,4.7,12.4
2004-08-07,39.35,0.0,14.2
2004-08-08,38.1,0.0,15.2
2004-08-09,37.1,0.1,17.3
2004-08-10,38.83,0.2,16.9
2004-08-11,38.1,0.0,15.2
2004-08-12,37.6,2.8,14.8
2004-08-13,39.93,0.0,10.7
2004-08-14,34.2,0.0,10.7
2004-08-15,32.8,0.0,11.8
2004-08-16,32.3,1.7,13.6
2004-08-17,34.4,34.2,14.3
2004-08-18,52.7,0.0,13.8
2004-08-19,41.81,9.0,15.2
2004-08-20,44.4,0.2,12.7
2004-08-21,37.8,0.0,7.9
2004-08-22,33.94,0.0,9.2
2004-08-23,32.4,15.5,12.2
2004-08-24,47.0,11.2,10.3
2004-08-25,45.04,1.3,11.6
2004-08-26,39.4,0.3,8.9
2004-08-27,36.1,0.0,9.8
2004-08-28,33.53,0.0,12.0
2004-08-29,33.0,2.5,12.6
2004-08-30,32.1,0.0,11.1
2004-08-31,31.67,0.0,10.5
2004-09-01,33.1,0.0,10.4
2004-09-02,32.0,1.0,11.8
2004-09-03,31.42,0.0,14.1
2004-09-04,30.3,0.0,15.9
2004-09-05,29.9,3.3,14.5
2004-09-06,31.56,0.0,12.9
2004-09-07,29.7,0.0,12.9
2004-09-08,27.6,0.0,11.6
2004-09-09,27.88,0.0,12.8
2004-09-10,27.8,0.0,11.9
2004-09-11,26.8,3.8,13.3
2004-09-12,27.29,0.1,10.8
2004-09-13,26.1,2.8,9.8
2004-09-14,27.0,4.4,7.8
2004-09-15,26.58,0.2,8.6
2004-09-16,24.6,0.0,6.3
2004-09-17,22.3,0.0,9.1
2004-09-18,22.34,0.0,10.3
2004-09-19,22.1,0.0,9.6
2004-09-20,23.1,0.0,9.0
2004-09-21,24.03,0.0,9.3
2004-09-22,24.1,0.0,7.9
2004-09-23,24.4,0.6,8.9
2004-09-24,23.21,0.4,7.8
2004-09-25,20.2,0.0,2.9
2004-09-26,19.3,0.0,3.5
2004-09-27,20.8,0.0,4.5
2004-09-28,21.2,0.0,6.3
2004-09-29,20.9,0.0,7.2
2004-09-30,19.75,0.0,8.6
2004-10-01,18.9,0.0,8.8
2004-10-02,18.4,0.0,8.9
2004-10-03,17.8,0.0,9.4
2004-10-04,19.1,0.0,10.2
2004-10-05,19.4,1.4,11.1
2004-10-06,19.77,14.9,9.8
2004-10-07,22.9,1.0,8.6
2004-10-08,20.3,0.8,10.2
2004-10-09,18.45,0.0,11.1
2004-10-10,17.8,1.1,6.6
2004-10-11,17.7,0.1,4.9
2004-10-12,17.98,3.2,3.6
2004-10-13,19.1,1.1,4.9
2004-10-14,19.4,9.9,0.8
2004-10-15,19.92,14.6,0.4
2004-10-16,19.4,5.6,-1.1
2004-10-17,19.0,1.6,-0.4
2004-10-18,18.74,5.4,-2.7
2004-10-19,25.7,6.1,1.3
2004-10-20,58.3,15.5,4.9
2004-10-21,97.02,0.4,8.8
2004-10-22,55.8,0.0,8.1
2004-10-23,41.2,0.0,7.0
2004-10-24,35.84,0.0,7.0
2004-10-25,34.4,25.3,6.8
2004-10-26,99.1,32.6,4.0
2004-10-27,80.49,0.7,2.9
2004-10-28,58.9,26.3,2.5
2004-10-29,64.7,11.0,1.8
2004-10-30,53.85,0.3,2.5
2004-10-31,46.3,12.3,4.0
2004-11-01,52.1,6.2,2.4
2004-11-02,53.34,12.0,3.5
2004-11-03,59.0,1.0,7.6
2004-11-04,58.2,0.0,6.9
2004-11-05,51.71,0.0,5.0
2004-11-06,48.3,0.0,0.6
2004-11-07,43.0,0.0,-1.9
2004-11-08,41.24,0.0,-5.5
2004-11-09,40.4,0.1,-5.2
2004-11-10,38.7,0.0,-5.6
2004-11-11,35.16,0.3,-4.4
2004-11-12,35.1,0.2,3.3
2004-11-13,33.2,0.0,-2.1
2004-11-14,30.39,0.0,-4.1
2004-11-15,30.7,0.0,-6.3
2004-11-16,30.5,0.0,-5.8
2004-11-17,29.6,0.0,-3.5
2004-11-18,29.1,0.9,-2.6
2004-11-19,28.3,1.5,-2.4
2004-11-20,25.8,0.0,-5.5
2004-11-21,24.7,0.0,-3.7
2004-11-22,25.3,0.0,-2.5
2004-11-23,25.39,0.0,-3.0
2004-11-24,25.2,0.0,-2.3
2004-11-25,24.9,0.0,-2.1
2004-11-26,23.9,0.0,-2.5
2004-11-27,22.3,0.0,-2.2
2004-11-28,20.8,7.2,-3.5
2004-11-29,23.38,14.9,-4.5
2004-11-30,23.2,4.8,-4.4
2004-12-01,23.5,2.0,-4.0
2004-12-02,23.93,7.5,-1.9
2004-12-03,24.0,1.0,0.2
2004-12-04,21.5,0.0,-0.4
2004-12-05,20.06,0.0,0.2
2004-12-06,20.9,1.2,-3.2
2004-12-07,21.8,0.0,4.6
2004-12-08,21.98,0.0,4.1
2004-12-09,21.6,0.3,3.6
2004-12-10,21.4,0.0,3.3
2004-12-11,19.56,0.0,1.9
2004-12-12,18.0,0.0,0.5
2004-12-13,18.6,0.0,-0.8
2004-12-14,19.23,0.0,-2.2
2004-12-15,19.3,0.0,-3.2
2004-12-16,18.8,1.1,-2.6
2004-12-17,19.59,12.2,-4.4
2004-12-18,18.0,2.7,-6.8
2004-12-19,17.1,11.1,-9.0
2004-12-20,18.34,0.1,-3.6
2004-12-21,17.9,0.0,-6.7
2004-12-22,17.1,0.0,-9.2
2004-12-23,17.39,0.0,-7.9
2004-12-24,17.8,0.0,-5.5
2004-12-25,16.7,10.6,-7.2
2004-12-26,16.44,3.5,-6.8
2004-12-27,17.2,0.3,-7.1
2004-12-28,17.4,1.8,-9.2
2004-12-29,17.06,0.0,-5.2
2004-12-30,16.5,0.0,-8.6
2004-12-31,17.4,0.0,-8.6
2005-01-01,16.66,0.0,-5.8
2005-01-02,15.4,0.0,-4.3
2005-01-03,15.9,0.0,-6.1
2005-01-04,16.56,0.0,-5.4
2005-01-05,16.8,0.0,-4.2
2005-01-06,16.8,0.0,-3.6
2005-01-07,16.68,0.0,-3.0
2005-01-08,15.7,0.0,-2.4
2005-01-09,14.8,0.0,-3.9
2005-01-10,15.54,0.0,-5.2
2005-01-11,16.1,0.0,-5.9
2005-01-12,16.1,0.0,-6.8
2005-01-13,16.06,0.0,-4.2
2005-01-14,15.7,0.0,-5.4
2005-01-15,14.6,0.0,-5.0
2005-01-16,13.73,0.0,-7.2
2005-01-17,14.5,0.0,-6.4
2005-01-18,15.6,12.9,-9.2
2005-01-19,15.26,0.2,-6.1
2005-01-20,15.6,0.0,-4.8
2005-01-21,16.1,0.9,-2.5
2005-01-22,14.98,3.6,-2.8
2005-01-23,14.3,4.5,-6.8
2005-01-24,14.8,0.6,-8.2
2005-01-25,14.48,0.0,-10.1
2005-01-26,14.9,0.0,-11.4
2005-01-27,14.6,0.0,-13.4
2005-01-28,14.21,0.0,-14.1
2005-01-29,13.7,0.0,-12.7
2005-01-30,12.6,0.0,-11.9
2005-01-31,13.24,0.0,-11.1
2005-02-01,14.3,0.1,-5.9
2005-02-02,14.0,0.0,-8.9
2005-02-03,14.14,0.0,-7.9
2005-02-04,14.5,0.0,-5.3
2005-02-05,13.4,0.0,-7.1
2005-02-06,12.33,0.0,-3.4
2005-02-07,12.7,0.0,-4.7
2005-02-08,13.7,0.0,-3.9
2005-02-09,13.68,0.0,-3.3
2005-02-10,13.6,0.0,-4.6
2005-02-11,13.7,0.2,-3.1
2005-02-12,13.23,2.6,-2.0
2005-02-13,12.3,2.3,-4.2
2005-02-14,12.5,0.0,-6.8
2005-02-15,13.32,0.0,-8.3
2005-02-16,13.3,0.0,-9.3
2005-02-17,13.4,0.0,-10.2
2005-02-18,13.29,0.0,-9.7
2005-02-19,12.8,0.0,-9.9
2005-02-20,11.6,0.2,-10.1
2005-02-21,12.04,0.1,-9.9
2005-02-22,12.7,0.0,-11.6
2005-02-23,12.7,0.0,-10.9
2005-02-24,12.58,0.0,-9.5
2005-02-25,12.8,0.0,-8.1
2005-02-26,11.8,0.0,-7.2
2005-02-27,10.84,0.1,-11.1
2005-02-28,12.3,0.0,-10.3
2005-03-01,12.0,0.0,-10.4
2005-03-02,12.07,4.2,-8.9
2005-03-03,12.2,3.2,-7.8
2005-03-04,11.9,0.0,-8.0
2005-03-05,11.13,0.0,-11.1
2005-03-06,10.3,0.0,-9.2
2005-03-07,10.8,0.0,-10.8
2005-03-08,11.6,0.0,-8.2
2005-03-09,11.7,0.0,-5.8
2005-03-10,11.7,0.0,-4.2
2005-03-11,11.5,0.0,-3.1
2005-03-12,10.8,0.0,-3.7
2005-03-13,10.2,0.0,-2.5
2005-03-14,11.06,0.1,-0.9
2005-03-15,12.3,0.0,2.7
2005-03-16,12.9,0.0,4.6
2005-03-17,13.19,0.0,3.4
2005-03-18,14.4,0.0,6.1
2005-03-19,15.2,0.0,6.9
2005-03-20,16.41,0.0,6.6
2005-03-21,19.3,0.4,4.4
2005-03-22,22.1,4.4,0.2
2005-03-23,21.95,4.2,5.0
2005-03-24,26.4,11.1,3.0
2005-03-25,28.9,0.0,3.9
2005-03-26,26.23,13.6,1.3
2005-03-27,25.9,0.9,2.8
2005-03-28,24.4,0.0,2.7
2005-03-29,25.14,0.9,2.6
2005-03-30,26.2,2.1,2.5
2005-03-31,25.3,7.5,-1.1
2005-04-01,23.08,0.3,0.8
2005-04-02,22.2,0.0,3.3
2005-04-03,20.8,0.0,2.8
2005-04-04,21.47,0.0,2.9
2005-04-05,22.5,0.0,1.3
2005-04-06,22.6,0.0,2.6
2005-04-07,23.1,3.1,0.6
2005-04-08,23.6,9.1,-2.8
2005-04-09,22.0,14.8,-4.3
2005-04-10,20.2,1.8,-1.6
2005-04-11,21.2,6.8,1.5
2005-04-12,21.8,0.1,2.3
2005-04-13,22.24,0.3,1.5
2005-04-14,23.5,1.2,2.3
2005-04-15,24.4,18.9,0.8
2005-04-16,25.3,21.9,-3.9
2005-04-17,23.1,2.1,-3.6
2005-04-18,23.7,2.4,-0.8
2005-04-19,26.57,1.9,2.0
2005-04-20,26.4,1.2,-1.1
2005-04-21,25.0,0.2,1.0
2005-04-22,25.45,0.9,3.3
2005-04-23,25.7,15.5,-1.0
2005-04-24,32.0,42.5,0.5
2005-04-25,44.86,2.6,0.3
2005-04-26,40.9,0.0,3.3
2005-04-27,41.8,0.0,6.2
2005-04-28,47.48,0.0,8.1
2005-04-29,57.6,0.0,10.9
2005-04-30,68.5,0.0,10.6
2005-05-01,82.67,0.0,10.9
2005-05-02,89.2,0.0,9.6
2005-05-03,94.0,8.7,7.4
2005-05-04,95.85,0.1,5.1
2005-05-05,81.3,0.1,3.2
2005-05-06,69.4,0.0,3.0
2005-05-07,65.51,0.0,3.6
2005-05-08,65.2,0.0,4.3
2005-05-09,61.9,0.1,3.3
2005-05-10,60.4,2.8,4.0
2005-05-11,54.2,0.3,5.9
2005-05-12,53.2,1.9,5.0
2005-05-13,50.66,3.1,6.3
2005-05-14,55.4,7.2,3.6
2005-05-15,56.2,0.4,5.0
2005-05-16,59.06,5.1,1.8
2005-05-17,53.6,6.1,3.0
2005-05-18,51.3,0.1,3.8
2005-05-19,50.72,0.0,4.5
2005-05-20,55.1,0.0,8.6
2005-05-21,64.1,0.0,8.6
2005-05-22,69.26,2.5,8.6
2005-05-23,66.4,1.5,4.8
2005-05-24,63.6,0.0,6.9
2005-05-25,69.83,0.0,11.5
2005-05-26,85.4,0.0,12.2
2005-05-27,99.1,0.0,13.6
2005-05-28,103.43,0.0,12.9
2005-05-29,100.7,0.3,14.6
2005-05-30,96.9,0.2,11.1
2005-05-31,85.04,0.0,9.4
2005-06-01,85.8,0.4,9.8
2005-06-02,84.2,0.2,11.2
2005-06-03,83.7,8.5,11.8
2005-06-04,86.0,0.0,11.8
2005-06-05,78.3,0.0,9.1
2005-06-06,72.17,0.0,8.6
2005-06-07,65.4,0.0,9.1
2005-06-08,61.4,0.0,7.0
2005-06-09,58.77,0.0,6.3
2005-06-10,55.1,0.0,7.4
2005-06-11,51.4,0.0,7.5
2005-06-12,50.18,0.8,8.7
2005-06-13,52.8,11.3,10.4
2005-06-14,64.6,13.3,7.8
2005-06-15,63.64,0.0,8.8
2005-06-16,60.6,0.0,11.1
2005-06-17,58.9,0.0,12.7
2005-06-18,58.9,0.5,16.2
2005-06-19,61.1,12.3,15.0
2005-06-20,67.0,6.1,13.9
2005-06-21,68.31,10.3,14.0
2005-06-22,69.7,3.9,14.8
2005-06-23,65.5,0.0,15.1
2005-06-24,58.99,2.9,16.7
2005-06-25,57.2,2.1,15.0
2005-06-26,53.3,0.0,16.9
2005-06-27,53.54,0.0,17.9
2005-06-28,52.5,0.1,18.7
2005-06-29,53.5,13.6,17.0
2005-06-30,60.3,0.5,12.6
2005-07-01,48.7,0.0,12.3
2005-07-02,43.3,0.0,10.8
2005-07-03,42.04,0.1,14.5
2005-07-04,44.4,23.8,13.8
2005-07-05,53.4,0.0,8.8
2005-07-06,43.53,1.5,8.6
2005-07-07,40.9,0.0,8.2
2005-07-08,38.2,0.0,7.2
2005-07-09,35.43,9.6,7.6
2005-07-10,34.8,3.1,9.1
2005-07-11,35.2,9.3,10.1
2005-07-12,37.51,17.2,12.1
2005-07-13,44.7,6.2,13.0
2005-07-14,40.5,0.0,13.6
2005-07-15,38.84,0.0,14.8
2005-07-16,38.9,0.1,17.2
2005-07-17,38.3,0.0,17.8
2005-07-18,44.54,28.2,10.8
2005-07-19,55.1,0.3,10.5
2005-07-20,42.5,0.0,11.6
2005-07-21,38.99,0.0,11.4
2005-07-22,37.0,0.0,11.6
2005-07-23,34.9,0.1,10.9
2005-07-24,31.63,0.0,13.6
2005-07-25,31.9,0.3,16.1
2005-07-26,33.5,0.0,16.2
2005-07-27,33.9,0.0,17.3
2005-07-28,33.6,0.0,18.7
2005-07-29,33.7,1.3,15.8
2005-07-30,32.24,0.0,14.4
2005-07-31,30.6,0.0,11.1
2005-08-01,30.1,5.4,11.4
2005-08-02,33.76,9.6,8.8
2005-08-03,32.5,0.0,10.2
2005-08-04,30.8,0.0,11.2
2005-08-05,29.73,0.0,11.3
2005-08-06,30.6,0.0,12.1
2005-08-07,29.1,0.0,10.6
2005-08-08,28.42,0.0,10.2
2005-08-09,28.0,0.0,11.3
2005-08-10,28.0,10.7,14.1
2005-08-11,32.31,5.5,12.8
2005-08-12,30.7,0.0,11.4
2005-08-13,28.7,0.0,11.5
2005-08-14,27.95,0.9,11.2
2005-08-15,27.7,0.0,8.1
2005-08-16,27.2,0.0,10.0
2005-08-17,27.19,1.7,13.1
2005-08-18,27.2,2.5,12.8
2005-08-19,26.2,1.4,12.8
2005-08-20,25.6,3.6,11.0
2005-08-21,24.5,9.2,8.7
2005-08-22,26.9,0.5,9.7
2005-08-23,28.84,0.0,10.2
2005-08-24,27.3,0.0,11.2
2005-08-25,27.0,0.4,13.1
2005-08-26,27.99,0.0,13.0
2005-08-27,26.7,15.1,9.6
2005-08-28,30.8,0.0,11.3
2005-08-29,27.7,0.1,12.0
2005-08-30,28.1,0.0,14.8
2005-08-31,28.4,0.4,14.4
2005-09-01,28.97,4.6,16.1
2005-09-02,29.3,1.3,16.2
2005-09-03,28.5,0.0,16.2
2005-09-04,27.02,1.5,14.3
2005-09-05,27.2,13.4,11.2
2005-09-06,28.9,27.1,9.4
2005-09-07,47.93,1.4,9.4
2005-09-08,40.5,19.3,9.6
2005-09-09,53.1,0.3,9.2
2005-09-10,42.51,2.7,9.9
